Nombre,Genero,Fecha de lanzamiento,Duracion,Director,Productora cinematografica,Presupuesto,Recaudacion,Ratings,Reviews
Over the Moon,"['Animation', 'Adventure', 'Family', 'Fantasy']",2020-10-16,100,,Janet Yang Productions,0,0,7.221,[]
Once Upon a Snowman,"['Animation', 'Family', 'Comedy', 'Fantasy']",2020-10-23,7,,Walt Disney Animation Studios,0,0,6.923,[]
The Father,['Drama'],2020-12-23,96,,Trademark Films,6000000,21029340,8.146,[]
Digimon Adventure: Last Evolution Kizuna,"['Animation', 'Action', 'Adventure', 'Fantasy']",2020-02-21,95,,Toei Animation,0,24200000,8.1,[]
Honest Thief,"['Thriller', 'Action', 'Crime']",2020-09-03,99,,The Solution,0,31220247,6.513,[]
Upside-Down Magic,"['Fantasy', 'Family', 'TV Movie']",2020-07-31,96,,Resonate Entertainment,0,0,7.1,[]
The Social Dilemma,"['Documentary', 'Drama']",2020-01-26,94,,Exposure Labs,0,0,7.489,[]
#Alive,"['Horror', 'Action', 'Adventure', 'Thriller']",2020-06-24,98,,Lotte Entertainment,6300000,13416285,7.293,[]
The New Mutants,"['Science Fiction', 'Horror', 'Action', 'Mystery', 'Adventure']",2020-04-02,94,,20th Century Studios,67000000,49169594,6.135,[]
Enola Holmes,"['Adventure', 'Mystery', 'Crime']",2020-09-23,123,,PCMA Productions,21000000,0,7.3,[]
Palm Springs,"['Comedy', 'Romance', 'Science Fiction']",2020-07-10,90,,Limelight,5000000,164000,7.338,[]
Borat Subsequent Moviefilm,['Comedy'],2020-10-23,96,,Four by Two,0,0,6.476,[]
"Josee, the Tiger and the Fish","['Animation', 'Drama', 'Romance']",2020-12-25,98,,BONES,0,0,8.32,[]
Violet Evergarden: The Movie,"['Animation', 'Fantasy', 'Romance', 'Drama']",2020-09-18,140,,Kyoto Animation,0,20339624,8.3,[]
Knuckledust,"['Action', 'Thriller']",2020-12-08,105,,Featuristic Films,0,0,5.1,[]
I'm Thinking of Ending Things,"['Drama', 'Fantasy', 'Mystery', 'Thriller']",2020-08-28,135,,Likely Story,0,0,6.596,[]
The Empty Man,"['Horror', 'Mystery', 'Thriller']",2020-10-22,137,,BOOM! Studios,16000000,4796993,6.141,[]
Sister of the Groom,"['Romance', 'Comedy']",2020-12-18,82,,Mandorla Productions,0,0,5.848,[]
The Invisible Man,"['Thriller', 'Science Fiction', 'Horror']",2020-02-26,124,,Blumhouse Productions,7000000,144500000,7.123,[]
The Swing of Things,['Comedy'],2020-07-02,93,,Redwire Pictures,0,0,4.9,[]
Shadow in the Cloud,"['Horror', 'Action', 'War']",2020-12-31,83,,Four Knights Film,0,1054290,5.819,[]
Justice League Dark: Apokolips War,"['Animation', 'Action', 'Science Fiction']",2020-05-05,90,,Warner Bros. Animation,0,0,8.264,[]
The Wrong Missy,"['Comedy', 'Romance']",2020-05-13,90,,QC Entertainment,0,0,6.151,[]
Happiest Season,"['Romance', 'Comedy']",2020-11-26,102,,Temple Hill Entertainment,0,1401954,7.304,[]
Secret Society of Second Born Royals,"['Action', 'Adventure', 'Comedy', 'Fantasy']",2020-09-25,97,,Disney Branded Television,0,0,6.738,[]
Love and Monsters,"['Comedy', 'Action', 'Adventure', 'Science Fiction']",2020-10-16,109,,21 Laps Entertainment,30000000,1122066,7.331,[]
Deathstroke: Knights & Dragons - The Movie,"['Animation', 'Action', 'Adventure', 'Science Fiction']",2020-08-04,87,,Warner Bros. Animation,0,0,7.0,[]
Skylines,"['Science Fiction', 'Action']",2020-10-25,113,,Mirabelle Pictures Productions,70000000,0,5.584,[]
The Craft: Legacy,"['Horror', 'Drama', 'Fantasy']",2020-10-28,94,,Blumhouse Productions,18000000,2300000,6.166,[]
Kajillionaire,"['Crime', 'Drama', 'Comedy']",2020-09-25,105,,Plan B Entertainment,0,829900,6.281,[]
Brahms: The Boy II,"['Horror', 'Mystery', 'Thriller']",2020-02-20,86,,STXfilms,10000000,20311536,5.971,[]
2 Hearts,"['Romance', 'Drama']",2020-10-16,100,,Silver Lion Films,0,0,7.435,[]
Escape: Puzzle of Fear,"['Thriller', 'Horror']",2020-08-18,83,,,0,0,4.0,[]
The Secret: Dare to Dream,"['Drama', 'Romance']",2020-04-16,107,,Savvy Media Holdings,21000000,3215636,7.327,[]
Follow Me,"['Horror', 'Thriller']",2020-07-16,88,,Escape Productions,0,3551439,6.314,[]
Stepmom's Desire,"['Drama', 'Romance']",2020-05-29,78,,,0,0,6.6,[]
Batman: Death in the Family,"['Animation', 'Action']",2020-10-13,31,,Warner Bros. Animation,0,0,7.081,[]
The Princess Switch: Switched Again,"['Family', 'Romance', 'Comedy']",2020-11-19,97,,Motion Picture Corporation of America,10000000,0,6.882,[]
Wolfwalkers,"['Animation', 'Family', 'Adventure', 'Fantasy']",2020-10-26,103,,Cartoon Saloon,12000000,1266570,8.236,[]
Taming The Younger Sister-in-Law,"['Drama', 'Romance']",2020-12-11,111,,,0,0,6.8,[]
Unhinged,"['Action', 'Thriller']",2020-07-16,90,,Solstice Studios,33000000,39238300,6.472,[]
Alone,"['Thriller', 'Horror']",2020-09-10,98,,Mill House Motion Pictures,0,0,6.32,[]
The Doorman,"['Action', 'Thriller']",2020-10-01,97,,Double Dutch International,0,307873,5.8,[]
365 Days,"['Romance', 'Drama']",2020-02-07,116,,Ekipa,0,9458590,7.063,[]
Proximity,"['Science Fiction', 'Drama']",2020-05-15,119,,Demeusy Pictures,0,0,6.279,[]
Cosmoball,"['Science Fiction', 'Adventure']",2020-08-27,115,,Bonanza Studios,15000000,0,6.5,[]
The Outpost,"['War', 'Drama', 'History', 'Action']",2020-06-24,123,,Millennium Media,18000000,2133452,6.89,[]
Freaky,"['Comedy', 'Horror', 'Thriller']",2020-11-12,102,,Universal Pictures,5000000,15104310,6.572,[]
Jiu Jitsu,"['Action', 'Science Fiction', 'Fantasy']",2020-11-20,102,,Acme Rocket Fuel,23000000,99924,4.88,[]
Marudase Kintarou,"['Romance', 'Comedy', 'Animation']",2020-12-11,10,,Seven,0,0,5.5,[]
Valley of the Dead,"['Comedy', 'Horror', 'War']",2020-10-08,101,,Ikiru Films,0,0,6.255,[]
Sound of Metal,"['Drama', 'Music']",2020-11-20,120,,Flat 7,0,516520,7.744,[]
The Trial of the Chicago 7,"['Drama', 'History']",2020-09-25,130,,DreamWorks Pictures,35000000,107423,7.723,[]
Cats & Dogs 3: Paws Unite,"['Family', 'Comedy', 'Action']",2020-10-02,84,,Warner Bros. Pictures,0,0,6.3,[]
A Babysitter's Guide to Monster Hunting,"['Family', 'Fantasy', 'Adventure', 'Comedy']",2020-10-14,94,,The Montecito Picture Company,0,0,6.177,[]
We Bare Bears: The Movie,"['Animation', 'Adventure', 'Family', 'Comedy', 'TV Movie']",2020-06-30,69,,Cartoon Network Studios,0,0,7.815,[]
Spenser Confidential,"['Comedy', 'Action', 'Thriller']",2020-03-06,110,,Film 44,0,0,6.536,[]
Breach,"['Science Fiction', 'Action', 'Horror']",2020-12-17,92,,308 Enterprises,0,39328,4.236,[]
Joe Bell,"['Drama', 'Adventure']",2020-09-14,93,,Nine Stories Productions,0,1736318,6.546,[]
Finding Grace,['Drama'],2020-04-21,106,,Mythic Pictures,0,0,5.7,[]
Godmothered,"['Family', 'Fantasy', 'Comedy']",2020-12-04,113,,Walt Disney Pictures,0,0,6.808,[]
Asphalt Burning,"['Action', 'Comedy']",2020-10-14,100,,Filmkameratene,8129089,0,5.6,[]
The Hunt,"['Action', 'Thriller', 'Horror']",2020-03-11,90,,Blumhouse Productions,14000000,10550350,6.646,[]
Father There Is Only One 2,"['Comedy', 'Family']",2020-07-29,96,,Atresmedia,4000000,14871307,7.513,[]
All the Bright Places,"['Romance', 'Drama']",2020-02-28,108,,Echo Lake Entertainment,0,0,7.669,[]
Rogue,"['Action', 'Adventure']",2020-08-20,106,,Mannequin Pictures,0,139757,5.6,[]
You Should Have Left,"['Horror', 'Thriller']",2020-06-18,93,,Blumhouse Productions,0,0,5.975,[]
Charm City Kings,['Drama'],2020-01-27,125,,Overbrook Entertainment,0,0,7.918,[]
The Call,"['Thriller', 'Mystery', 'Science Fiction']",2020-11-27,112,,Yong Film,0,0,7.554,[]
Let Him Go,"['Drama', 'Thriller', 'Crime', 'Western']",2020-11-05,114,,Mazur / Kaplan Company,21000000,7997460,6.8,[]
Fatman,"['Action', 'Comedy', 'Fantasy']",2020-10-19,100,,Rough House Pictures,20000000,1651413,5.531,[]
The Secret Garden,"['Family', 'Fantasy', 'Drama']",2020-07-08,99,,Heyday Films,0,889816,6.351,[]
Rick and Morty vs. Genocider,[],2020-07-25,8,,,0,0,6.5,[]
Horizon Line,"['Thriller', 'Adventure']",2020-10-29,91,,Ombra Films,0,916042,5.7,[]
Another Round,"['Comedy', 'Drama']",2020-09-24,117,,Zentropa Entertainments,5150000,21700000,7.656,[]
PAW Patrol: Jet to the Rescue,"['Family', 'Animation']",2020-09-10,56,,,0,1792816,7.0,[]
Your Name Engraved Herein,"['Romance', 'Drama']",2020-09-30,114,,Oxygen Film Studio,0,0,7.888,[]
Baba Yaga: Terror of the Dark Forest,['Horror'],2020-02-27,96,,QS Films,0,1398488,6.502,[]
Stalker,"['Thriller', 'Horror']",2020-08-31,86,,Vertical Entertainment,0,0,5.3,[]
Project Power,"['Action', 'Crime', 'Science Fiction']",2020-08-14,113,,Screen Arcade,0,0,6.475,[]
100% Wolf,"['Animation', 'Family', 'Fantasy']",2020-06-26,96,,Flying Bark Productions,0,9750139,6.039,[]
The Heist of the Century,"['Comedy', 'Thriller', 'Crime']",2020-01-16,114,,Viacom International Inc.,0,7627100,7.812,[]
Gabriel's Inferno: Part III,"['Romance', 'Drama']",2020-11-19,105,,PassionFlix,0,0,8.407,[]
Lucy Shimmers and the Prince of Peace,"['Family', 'Drama']",2020-10-19,87,,Rob Diamond Films,0,0,8.49,[]
The Stranger by the Shore,"['Animation', 'Romance', 'Drama']",2020-09-11,59,,Studio Hibari,0,0,7.586,[]
Dragonheart: Vengeance,"['Fantasy', 'Action', 'Adventure']",2020-02-04,97,,Universal Pictures,0,0,6.889,[]
The Tax Collector,"['Action', 'Crime', 'Drama']",2020-08-07,95,,Cross Creek Pictures,30000000,942666,5.7,[]
Z-O-M-B-I-E-S 2,"['Fantasy', 'Romance', 'TV Movie']",2020-06-13,84,,Disney Branded Television,0,0,7.588,[]
Invasion,"['Science Fiction', 'Drama', 'Action']",2020-01-01,129,,Cinema Fund,8819200,32104054,6.933,[]
The Night Clerk,"['Thriller', 'Crime', 'Drama']",2020-02-19,90,,Highland Film Group,0,0,6.225,[]
Irresistible,"['Comedy', 'Drama']",2020-07-01,101,,Focus Features,0,177418,6.076,[]
Downhill,"['Drama', 'Comedy']",2020-02-06,87,,Searchlight Pictures,0,7547254,5.325,[]
The Devil All the Time,"['Crime', 'Drama', 'Thriller']",2020-09-11,138,,Nine Stories Productions,0,0,7.2,[]
Rose Island,"['Comedy', 'Adventure']",2020-12-09,120,,Groenlandia,8000000,0,7.038,[]
SHIROBAKO The Movie,"['Animation', 'Comedy', 'Drama']",2020-02-29,119,,P.A.WORKS,0,3780000,7.176,[]
Hamilton,"['History', 'Drama']",2020-07-03,160,,RadicalMedia,0,0,8.215,[]
Phineas and Ferb The Movie: Candace Against the Universe,"['Family', 'Animation', 'Science Fiction', 'Comedy', 'TV Movie']",2020-08-28,84,,Disney Television Animation,0,0,7.309,[]
How I Became a Superhero,"['Science Fiction', 'Adventure', 'Action', 'Comedy', 'Thriller']",2020-11-19,101,,Trésor Films,18000000,0,6.093,[]
Military Wives,['Drama'],2020-03-06,113,,Ingenious Media,0,0,6.654,[]
The Old Guard,"['Action', 'Fantasy']",2020-07-10,125,,Skydance,70000000,0,7.162,[]
The Yin-Yang Master: Dream of Eternity,"['Action', 'Drama', 'Fantasy', 'Mystery', 'Science Fiction']",2020-12-24,132,,Hehe Pictures,0,69000000,7.4,[]
Emma.,"['Comedy', 'Romance']",2020-02-13,125,,Working Title Films,10000000,25155355,7.038,[]
Over the Sky,"['Animation', 'Drama', 'Fantasy']",2020-11-27,95,,Digital Network Animation,0,0,6.625,[]
Night on Earth: Shot in the Dark,['Documentary'],2020-01-29,59,,Plimsoll Productions,0,0,5.9,[]
The King of Staten Island,"['Comedy', 'Drama']",2020-07-22,137,,Universal Pictures,35000000,2200000,7.015,[]
The Big Slime Movie,"['Family', 'Adventure']",2020-02-05,80,,NewBe,0,0,8.8,[]
Night in Paradise,"['Crime', 'Thriller', 'Action']",2020-09-03,131,,Next Entertainment World,0,0,6.938,[]
Deep Blue Sea 3,"['Action', 'Horror', 'Science Fiction']",2020-08-25,100,,Roserock Films,5000000,0,5.7,[]
BLACKPINK: Light Up the Sky,"['Documentary', 'Music']",2020-10-14,79,,RadicalMedia,0,0,8.246,[]
Riders of Justice,"['Action', 'Comedy', 'Drama']",2020-11-19,116,,Zentropa International Sweden,5300000,679505,7.268,[]
Run Sweetheart Run,"['Thriller', 'Horror']",2020-01-27,103,,Blumhouse Productions,0,0,5.864,[]
David Attenborough: A Life on Our Planet,['Documentary'],2020-09-28,83,,Silverback Films,0,0,8.524,[]
The Shamer's Daughter 2: The Serpent Gift,"['Adventure', 'Fantasy']",2020-02-28,103,,Nepenthe Film,0,0,6.5,[]
Flashback,['Thriller'],2020-10-08,97,,Resolute Films and Entertainment,0,26747,6.204,[]
Cut Throat City,"['Action', 'Crime', 'Drama', 'Thriller']",2020-07-31,123,,Rumble Riot Pictures,0,0,6.4,[]
Escape from Pretoria,"['Drama', 'History', 'Thriller']",2020-03-06,102,,MEP Capital,0,2431995,7.254,[]
The Dark and the Wicked,"['Horror', 'Drama', 'Mystery']",2020-10-29,95,,Travelling Picture Show Company,0,289157,6.109,[]
A Fall from Grace,"['Drama', 'Thriller', 'Mystery']",2020-01-17,120,,Tyler Perry Studios,0,0,7.036,[]
Breaking Surface,"['Action', 'Drama', 'Thriller']",2020-02-14,82,,uMedia,0,98157,6.796,[]
Doors,['Science Fiction'],2021-03-23,84,,Bloody Disgusting,0,0,5.012,[]
The Serpent,['Action'],2021-01-28,90,,Serpent Productions,0,0,4.231,[]
Megaboa,"['Action', 'Horror', 'Science Fiction']",2021-11-26,100,,The Asylum,0,0,6.468,[]
Spider-Man: No Way Home,"['Action', 'Adventure', 'Science Fiction']",2021-12-15,148,,Marvel Studios,200000000,1921847111,7.981,[]
Ostap Bender. The Empire's Gold,"['Comedy', 'Adventure', 'Action']",2021-07-15,87,,Sreda,0,0,6.1,[]
Mount Adams,"['Action', 'Adventure', 'Science Fiction']",2021-07-21,94,,Ambition Pictures,0,0,6.5,[]
Guimoon: The Lightless Door,"['Horror', 'Thriller']",2021-08-25,85,,CJ CGV,0,0,6.706,[]
Princess Khutulun,"['History', 'Action', 'Drama']",2021-12-03,108,,,0,0,7.147,[]
Ostap Bender: The Final Hustle,"['Action', 'Adventure', 'Comedy', 'Crime']",2021-11-05,97,,Sreda,0,0,6.6,[]
The Advent Calendar,"['Horror', 'Thriller', 'Drama']",2021-12-01,104,,Sombrero Films,0,456555,6.631,[]
Crabs!,"['Comedy', 'Horror']",2021-08-26,80,,Young Gunner Films,0,0,4.1,[]
Mousa,"['Action', 'Adventure', 'Science Fiction']",2021-08-11,101,,Dollar Productions,0,0,6.8,[]
The Immortal Wars: Rebirth,['Science Fiction'],2021-11-02,84,,,0,0,3.5,[]
Godzilla vs. Kong,"['Action', 'Science Fiction', 'Thriller']",2021-03-24,114,,Legendary Pictures,200000000,470116094,7.643,[]
Encanto,"['Animation', 'Comedy', 'Family', 'Fantasy']",2021-10-13,102,,Walt Disney Animation Studios,50000000,253000000,7.616,[]
The Legend of the Christmas Witch: The Origins,"['Family', 'Fantasy', 'Comedy']",2021-12-30,116,,Lucky Red,0,0,6.229,[]
Extraction Point,"['Science Fiction', 'Action', 'Thriller']",2021-06-29,73,,,0,0,5.432,[]
Send It!,"['Action', 'Adventure', 'Comedy']",2021-05-11,101,,Andrew Stevens Entertainment,0,0,5.9,[]
Jujutsu Kaisen 0,"['Animation', 'Action', 'Fantasy']",2021-12-24,105,,MAPPA,0,195870885,8.208,[]
The Monkey King: Reborn,"['Animation', 'Action', 'Fantasy', 'Family']",2021-04-02,95,,星皓影业有限公司,20000000,13000000,7.181,[]
Laura's Star,['Family'],2021-12-09,79,,Warner Bros. Entertainment Germany,0,0,6.8,[]
Soulmates,['Comedy'],2021-11-12,80,,Vertical Entertainment,0,0,6.2,[]
Dune,"['Science Fiction', 'Adventure']",2021-09-15,155,,Legendary Pictures,165000000,402000000,7.8,[]
Zack Snyder's Justice League,"['Action', 'Adventure', 'Fantasy']",2021-03-18,242,,Warner Bros. Pictures,70000000,0,8.2,[]
Wrath of Man,"['Thriller', 'Action', 'Crime']",2021-04-22,119,,Miramax,40000000,103966489,7.656,[]
Nitram,"['Mystery', 'Thriller', 'Crime', 'Drama']",2021-09-30,112,,Good Thing Productions,0,0,6.924,[]
The Boss Baby: Family Business,"['Animation', 'Comedy', 'Adventure', 'Family']",2021-07-01,107,,DreamWorks Animation,82000000,146745280,7.421,[]
Venom: Let There Be Carnage,"['Science Fiction', 'Action', 'Adventure']",2021-09-30,97,,Marvel Entertainment,110000000,506900000,6.819,[]
Luca,"['Animation', 'Comedy', 'Fantasy', 'Adventure', 'Family']",2021-06-17,95,,Pixar,200000000,49750471,7.849,[]
Sing 2,"['Animation', 'Family', 'Music', 'Comedy']",2021-12-01,110,,Universal Pictures,85000000,406000000,7.901,[]
PAW Patrol: The Movie,"['Animation', 'Family', 'Adventure', 'Comedy']",2021-08-09,86,,Spin Master,26000000,144327371,7.426,[]
After We Fell,"['Romance', 'Drama']",2021-09-01,99,,Voltage Pictures,14000000,21800000,7.099,[]
Cruella,"['Comedy', 'Crime']",2021-05-26,134,,Walt Disney Pictures,200000000,233503234,8.041,[]
Infinite,"['Science Fiction', 'Action', 'Thriller']",2021-09-09,106,,di Bonaventura Pictures,0,0,6.601,[]
The Conjuring: The Devil Made Me Do It,"['Horror', 'Mystery', 'Thriller']",2021-05-25,111,,New Line Cinema,39000000,206400000,7.465,[]
The Suicide Squad,"['Action', 'Comedy', 'Adventure']",2021-07-28,132,,DC Films,185000000,168717425,7.547,[]
Rushed,"['Mystery', 'Thriller', 'Horror', 'Drama', 'Crime']",2021-08-27,101,,Vertical Entertainment,0,0,6.9,[]
Agnes,"['Horror', 'Drama']",2021-12-10,93,,Divide / Conquer,0,0,4.118,[]
Black Widow,"['Action', 'Adventure', 'Science Fiction']",2021-07-07,134,,Marvel Studios,200000000,379751131,7.3,[]
The Amazing Mr. Blunden,"['Fantasy', 'Family', 'Adventure', 'TV Movie']",2021-12-20,90,,British Sky Broadcasting,0,0,6.3,[]
The Tomorrow War,"['Action', 'Science Fiction', 'Adventure']",2021-09-03,138,,Skydance,200000000,14400000,7.575,[]
White Sky,"['Science Fiction', 'Horror']",2021-10-19,105,,Buddy Box Films,0,0,3.0,[]
Shang-Chi and the Legend of the Ten Rings,"['Action', 'Adventure', 'Fantasy']",2021-09-01,132,,Marvel Studios,150000000,432243292,7.6,[]
Raya and the Last Dragon,"['Animation', 'Family', 'Fantasy', 'Action', 'Adventure']",2021-03-03,107,,Walt Disney Pictures,100000000,130423032,7.878,[]
Nobody,"['Action', 'Thriller']",2021-03-18,92,,87North Productions,17000000,61779301,8.0,[]
Free Guy,"['Comedy', 'Adventure', 'Science Fiction']",2021-08-11,115,,Berlanti Productions,110000000,331500000,7.532,[]
No Time to Die,"['Action', 'Adventure', 'Thriller']",2021-09-29,163,,EON Productions,250000000,774153007,7.397,[]
The Matrix Resurrections,"['Science Fiction', 'Action', 'Adventure']",2021-12-16,147,,Warner Bros. Pictures,190000000,156497322,6.459,[]
Eternals,"['Science Fiction', 'Action', 'Adventure']",2021-11-03,156,,Marvel Studios,200000000,402064899,6.9,[]
Around the World in 80 Days,"['Animation', 'Family']",2021-08-04,82,,StudioCanal,20000000,0,5.435,[]
Titane,"['Drama', 'Thriller', 'Horror']",2021-07-14,108,,Kazak Productions,6600000,5000000,6.4,[]
The King's Man,"['Action', 'Adventure', 'Thriller']",2021-12-22,131,,Marv,100000000,125900000,6.8,[]
F9,"['Action', 'Adventure', 'Crime']",2021-05-19,143,,Original Film,200000000,726229501,7.123,[]
A Quiet Place Part II,"['Science Fiction', 'Thriller', 'Horror']",2021-05-21,97,,Paramount,61000000,297400000,7.501,[]
Red Notice,"['Action', 'Comedy', 'Crime']",2021-11-04,118,,Flynn Picture Company,160000000,178143,6.787,[]
Ghostbusters: Afterlife,"['Fantasy', 'Comedy', 'Adventure']",2021-11-11,124,,Columbia Pictures,75000000,191000000,7.429,[]
CODA,"['Drama', 'Music', 'Romance']",2021-08-11,112,,Vendôme Pictures,10000000,1600000,7.956,[]
The Forever Purge,"['Horror', 'Action', 'Thriller']",2021-06-30,103,,Blumhouse Productions,18000000,76994245,7.006,[]
Brain Freeze,"['Horror', 'Comedy']",2021-10-29,91,,Palomar,0,0,6.119,[]
Ip Man: The Awakening,"['Action', 'Adventure', 'History', 'Drama']",2021-09-16,76,,,0,0,6.888,[]
Denard: Anatomy of an Antihero,['Action'],2021-05-28,80,,,0,0,5.2,[]
Girl Next,"['Horror', 'Thriller']",2021-06-18,102,,,1000000,0,5.474,[]
Don't Look Up,"['Comedy', 'Science Fiction', 'Drama']",2021-12-07,138,,Hyperobject Industries,75000000,791863,7.126,[]
Old,"['Thriller', 'Mystery', 'Horror']",2021-07-21,108,,Universal Pictures,18000000,90146510,6.366,[]
Resident Evil: Welcome to Raccoon City,"['Horror', 'Science Fiction', 'Action']",2021-11-24,107,,Constantin Film,25000000,41914915,6.008,[]
The Fallout,['Drama'],2021-03-17,96,,Clear Horizon Entertainment,0,0,7.686,[]
Mortal Kombat Legends: Battle of the Realms,"['Animation', 'Action', 'Fantasy']",2021-08-31,80,,Warner Bros. Animation,0,0,7.682,[]
We Too Together,"['Drama', 'Romance']",2021-12-06,93,,Motion Picture Exchange,0,0,7.125,[]
Jungle Cruise,"['Action', 'Adventure', 'Fantasy']",2021-07-28,127,,Walt Disney Pictures,200000000,220889446,7.403,[]
It Hatched,"['Comedy', 'Horror']",2021-10-21,96,,Hero Productions,0,0,3.3,[]
Wrong Turn,"['Horror', 'Thriller', 'Drama']",2021-01-26,110,,Constantin Film,0,3777969,5.964,[]
Clifford the Big Red Dog,"['Family', 'Adventure', 'Comedy', 'Fantasy', 'Animation']",2021-11-10,97,,Paramount,64000000,107347356,7.196,[]
Miraculous World: Shanghai – The Legend of Ladydragon,"['Animation', 'Fantasy', 'Action', 'TV Movie']",2021-05-15,54,,Zagtoon,0,0,7.891,[]
Space Jam: A New Legacy,"['Family', 'Animation', 'Comedy', 'Science Fiction']",2021-07-08,115,,Warner Bros. Pictures Animation,150000000,163700000,6.805,[]
The Last Warrior: Root of Evil,"['Fantasy', 'Adventure', 'Comedy']",2021-01-01,120,,"Yellow, Black & White",8400000,27658331,6.934,[]
Jolt,"['Action', 'Thriller']",2021-07-15,91,,Millennium Media,0,238524,6.603,[]
Home Sweet Home Alone,"['Comedy', 'Crime', 'Family']",2021-11-12,93,,20th Century Studios,15000000,0,4.941,[]
Spiral: From the Book of Saw,"['Horror', 'Crime', 'Mystery']",2021-05-12,93,,Twisted Pictures,20000000,40600000,6.0,[]
Finch,"['Science Fiction', 'Drama', 'Adventure']",2021-11-04,115,,Amblin Entertainment,2500000,0,7.92,[]
Tom & Jerry,"['Comedy', 'Family', 'Animation']",2021-02-10,101,,Warner Bros. Pictures Animation,50000000,136536687,6.829,[]
Upon the Magic Roads,"['Adventure', 'Fantasy']",2021-02-18,100,,CTB Film Company,8020000,0,6.7,[]
Rurouni Kenshin: The Beginning,"['Action', 'Adventure', 'Drama', 'Romance']",2021-06-04,138,,Warner Bros. Japan,0,0,7.6,[]
Robot Apocalypse,"['Science Fiction', 'Action']",2021-07-26,87,,The Asylum,0,0,6.394,[]
The Penitent Thief,"['Drama', 'Fantasy']",2021-02-25,93,,4:13 Films,0,23800,6.1,[]
Mortal Kombat,"['Action', 'Fantasy', 'Adventure']",2021-04-07,110,,Atomic Monster,20000000,84426031,7.1,[]
Spirit Untamed,"['Animation', 'Adventure', 'Family', 'Western']",2021-05-20,88,,Universal Pictures,30000000,17635215,7.253,[]
Snake Eyes: G.I. Joe Origins,"['Action', 'Adventure']",2021-07-22,121,,Paramount,88000000,36964325,6.523,[]
Lair,['Horror'],2021-11-09,96,,Ditto Films,0,0,5.9,[]
The Seven Deadly Sins: Cursed by Light,"['Animation', 'Fantasy']",2021-07-02,79,,Studio Deen,0,1094673,7.7,[]
The Loud House Movie,"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy']",2021-08-20,83,,Paramount,0,0,7.398,[]
Wish Dragon,"['Animation', 'Family', 'Comedy', 'Fantasy']",2021-01-15,99,,Sony Pictures Animation,0,25860000,7.947,[]
Girl in the Basement,"['Crime', 'Thriller', 'TV Movie']",2021-02-27,88,,Big Dreams Entertainment,0,0,7.713,[]
Rick and Morty: The Great Yokai Battle of Akihabara,[],2021-10-11,0,,,0,0,5.714,[]
Army of Thieves,"['Action', 'Thriller', 'Crime', 'Comedy']",2021-10-27,127,,Pantaleon Films,30000000,46900000,6.856,[]
Respect,"['Drama', 'Music', 'History']",2021-08-12,145,,Metro-Goldwyn-Mayer,0,31217372,6.831,[]
Last Man Down,"['Action', 'Thriller']",2021-03-30,87,,Daniel Stisen Productions,0,0,6.141,[]
The Sadness,['Horror'],2021-01-22,99,,Machi Xcelsior Studios,0,0,6.754,[]
The Desperate Hour,['Thriller'],2021-09-12,84,,Boies/Schiller Film Group,0,0,5.969,[]
Last Night in Soho,"['Mystery', 'Thriller', 'Horror']",2021-10-21,116,,Focus Features,43000000,22957625,7.351,[]
The Addams Family 2,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Horror']",2021-10-01,93,,Metro-Goldwyn-Mayer,0,119815153,7.0,[]
My Hero Academia: World Heroes' Mission,"['Animation', 'Action', 'Adventure', 'Science Fiction']",2021-08-06,105,,BONES,0,38400000,7.6,[]
Peter Rabbit 2: The Runaway,"['Family', 'Comedy', 'Adventure', 'Animation', 'Fantasy']",2021-03-25,93,,Columbia Pictures,45000000,153000000,7.134,[]
The Misfits,"['Action', 'Thriller']",2021-06-03,94,,Kjam Media,0,0,5.5,[]
Young Adult Matters,['Drama'],2021-04-15,127,,Little Big Pictures,0,0,6.5,[]
Pleasure,['Drama'],2021-10-08,108,,Film i Väst,0,0,6.262,[]
Don't Breathe 2,"['Thriller', 'Horror']",2021-08-12,98,,Ghost House Pictures,10000000,53800000,7.097,[]
Malignant,"['Mystery', 'Horror', 'Thriller']",2021-09-01,111,,New Line Cinema,40000000,34891791,6.806,[]
The Last Son,"['Western', 'Action', 'Adventure', 'Drama']",2021-12-10,96,,Blind Wink Productions,0,0,5.814,[]
Chernobyl: Abyss,"['Drama', 'History', 'Adventure', 'Action', 'Fantasy', 'Mystery']",2021-04-15,136,,Non-Stop Productions,9100000,6459306,6.2,[]
Sweet Girl,"['Action', 'Thriller', 'Drama']",2021-08-18,110,,Pride of Gypsies,0,0,6.7,[]
The Unholy,"['Horror', 'Mystery']",2021-03-31,99,,Ghost House Pictures,10000000,30800000,6.655,[]
Tom Clancy's Without Remorse,"['Adventure', 'Action', 'Thriller', 'War']",2021-04-29,109,,Weed Road Pictures,0,0,7.021,[]
Evangelion: 3.0+1.0 Thrice Upon a Time,"['Animation', 'Action', 'Science Fiction', 'Drama']",2021-03-08,155,,khara,0,92300000,8.275,[]
Mondocane,"['Action', 'Crime', 'Science Fiction', 'Drama']",2021-09-03,117,,Groenlandia,0,0,6.445,[]
